,Unnamed: 0,Facility Name,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Region Name,Province,location,Hospital Licensing Status,Service Capability,Bed Capacity,lat,lon,City/Municipality Name,code,codenan
757,757,INFANTE HOSPITAL MANAGEMENT CORPORATION,Private,,REGION IX (ZAMBOANGA PENINSULA),Basilan,ISABELA,With License,Level 1,,6.705363699999999,121.972851,,99701000,0
758,758,J. CABAHUG HOSPITAL,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,PAGADIAN,With License,Level 1,,7.825007799999999,123.4414601,,97322000,0
759,759,M. SIMON HOSPITAL,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,IPIL,With License,Level 1,32.0,7.7834825000000025,122.5891252,,98305000,0
760,760,SALUG VALLEY MEDICAL CENTER,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,MOLAVE,With License,Level 2,28.0,8.092572800000001,123.4866104,,97319000,0
761,761,"ZAMBOANGA DOCTORS HOSPITAL, INC.",Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,ZAMBOANGA,With License,Level 2,148.0,6.915202400000001,122.0798441,,97332000,0
762,762,"METRO PAGADIAN SPECIALIST HOSPITAL, INC.",Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,PAGADIAN,With License,Level 1,25.0,7.829332999999999,123.445807,,97322000,0
763,763,MINDANAO CENTRAL SANITARIUM,Government,Department Of Health,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,ZAMBOANGA,With License,Level 1,450.0,6.9659793999999975,122.1329109,,97332000,0
764,764,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,ZAMBOANGA,With License,Level 1,19.0,6.9091349000000015,122.0674896,,97332000,0
765,765,HOFILEÑA HOSPITAL,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,PAGADIAN,With License,Level 1,,7.826149999999997,123.43738,,97322000,0
766,766,PAGADIAN DOCTORS HOSPITAL,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,PAGADIAN,With License,Level 1,30.0,7.8304019999999985,123.4464061,,97322000,0
767,767,IPIL DOCTOR'S HOSPITAL,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,IPIL,With License,Level 1,,7.793572900000001,122.6013071,,98305000,0
768,768,AISAH MEDICAL HOSPITAL,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,PAGADIAN,With License,Level 1,60.0,7.824283200000001,123.4434987,,97322000,0
769,769,LORENZO TAN MULTI-PURPOSE COOPERATIVE,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,MAHAYAG,With License,Level 1,41.0,8.124981199999999,123.4359923,,97315000,0
770,770,CORAZON C. AQUINO HOSPITAL,Government,Local Government Unit,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Norte,DIPOLOG,With License,Level 1,50.0,8.592742999999999,123.3440034,,97202000,0
771,771,"HOSPITAL DE ZAMBOANGA, INC.",Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,ZAMBOANGA,With License,Level 1,23.0,6.9049353,122.0797893,,97332000,0
772,772,MANUPAC DOCTOR'S HEALTHCARE,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,LABANGAN,With License,Level 1,15.0,7.8598085000000015,123.5054446,,97312000,0
773,773,HORIZON MEDICAL CLINIC,Private,,REGION IX (ZAMBOANGA PENINSULA),Zamboanga Del Sur,LAKEWOOD,With License,Level 1,,7.8566151,123.1567678,,97333000,0
774,774,ALABANG MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 2,50.0,14.4278964,121.0246318,,137603000,0
775,775,ASIAN HOSPITAL AND MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 2,,14.4134655,121.0435335,,137603000,0
777,777,"BERMUDEZ POLYCLINIC HOSPITAL, INC",Private,,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 1,20.0,14.7700605,121.0782644,,137501000,0
778,778,BERNARDINO GENERAL HOSPITAL II,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,35.0,14.7401285,121.0467876,,137404000,0
780,780,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SANTA CRUZ,With License,Level 3,592.0,14.625592,120.9886131,,133900000,0
781,781,"CHRIST THE KING MEDICAL CENTER UNIHEALTH LAS PIÑAS, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 1,20.0,14.4589076,120.9700045,,137601000,0
782,782,DE OCAMPO MEMORIAL MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MANILA,With License,Level 1,20.0,14.599814000000002,120.9997413,,133900000,0
783,783,DR. FE DEL MUNDO MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,107.0,14.6204717,121.009294,,137404000,0
784,784,DR. JESUS C. DELGADO MEMORIAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,65.0,14.627742,121.03478,,137404000,0
785,785,DR. JOSE FABELLA MEMORIAL HOSPITAL,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,SANTA CRUZ,With License,Level 3,700.0,14.6062156,120.9842759,,133900000,0
786,786,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 3,200.0,14.7667237,121.0648419,,137501000,0
788,788,DR. MONTANO G. RAMOS  GENERAL HOSPITAL CORPORATION,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,25.0,14.6703361,121.0322334,,137404000,0
789,789,DR. SABILI HEALTH SERVICES CORPORATION,Private,,NATIONAL CAPITAL REGION (NCR),Manila,TAGUIG,With License,Level 1,40.0,14.4887255,121.06042990000002,,137607000,0
790,790,DR. VICTOR R. POTENCIANO MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MANDALUYONG,With License,Level 3,178.0,14.57698,121.050013,,137401000,0
791,791,D.T. PROTACIO HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 1,30.0,14.5242343,120.9967928,,137604000,0
792,792,EAST AVENUE MEDICAL CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,600.0,14.6421672,121.0478702,,137404000,0
793,793,"FAIRVIEW GENERAL HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,30.0,14.7056295,121.07198490000002,,137404000,0
794,794,"GEN. MIGUEL MALVAR MEDICAL RESEARCH FOUNDATION, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,46.0,14.6673133,121.0727363,,137404000,0
795,795,HOSPITAL OF THE INFANT JESUS,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAMPALOC,With License,Level 3,140.0,14.6141841,120.9891977,,133900000,0
796,796,JESUS IMMACULATE CONCEPCION HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MARIKINA,With License,Level 1,15.0,14.6382441,121.1091564,,137402000,0
797,797,JOSE R. REYES MEMORIAL MEDICAL CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,SANTA CRUZ,With License,Level 3,450.0,14.6140183,120.9818106,,133900000,0
799,799,"LAS PIÑAS DOCTORS HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 3,130.0,14.455899800000005,120.9942669,,137601000,0
800,800,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 2,200.0,14.4716706,120.973806,,137601000,0
801,801,MAKATI MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MAKATI,With License,Level 3,600.0,14.5590246,121.0146013,,137602000,0
802,802,MARIKINA VALLEY MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MARIKINA,With License,Level 2,110.0,14.6347295,121.1039907,,137402000,0
803,803,"MARY CHILES GENERAL HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAMPALOC,With License,Level 3,100.0,14.603269,120.98976100000002,,133900000,0
804,804,MCPC ST THERESE OF LISIEUX DOCTORS HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 1,25.0,14.5767065,121.0854242,,137403000,0
805,805,MEDICAL CENTER MANILA INC.,Private,,NATIONAL CAPITAL REGION (NCR),Manila,ERMITA,With License,Level 3,250.0,14.5824171,120.9841712,,133900000,0
806,806,"MEDICAL CENTER PARAÑAQUE, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 3,95.0,14.4588293,121.0308482,,137604000,0
808,808,"FOUNDATION OF OUR LADY OF PEACE MISSION, INC.-OUR LADY OF PEACE HOSPITAL",Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 1,90.0,14.4933666,120.9874412,,137604000,0
809,809,"UHBI-PARAÑAQUE DOCTORS HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 2,94.0,14.485867,121.028415,,137604000,0
810,810,PASAY CITY GENERAL HOSPITAL,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,PASAY,With License,Level 3,150.0,14.5492385,121.0008331,,137605000,0
811,811,PASIG CITY GENERAL HOSPITAL,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 3,200.0,14.5724679,121.09922009999998,,137403000,0
814,814,PERPETUAL SUCCOR HOSPITAL AND MATERNITY INC.,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAMPALOC,With License,Level 1,65.0,14.608271599999998,120.9923991,,133900000,0
815,815,PHILIPPINE CHILDREN'S MEDICAL CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,200.0,14.647696300000002,121.0411248,,137404000,0
816,816,PHILIPPINE HEART CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,454.0,14.6440237,121.0481304,,137404000,0
817,817,PHILIPPINE ORTHOPEDIC CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,700.0,14.6280361,121.0033881,,137404000,0
818,818,CALOOCAN CITY MEDICAL CENTER,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 1,82.0,14.6483052,120.97345049999998,,137501000,0
819,819,RIZAL MEDICAL CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 3,300.0,14.5642422,121.0659489,,137403000,0
820,820,"ST. CLARE'S MEDICAL CENTER, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,MAKATI,With License,Level 2,75.0,14.5629508,121.0012987,,137602000,0
821,821,ST. JUDE GENERAL HOSPITAL AND MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAMPALOC,With License,Level 3,50.0,14.615785999999998,120.989022,,133900000,0
822,822,ST. VICTORIA HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MARIKINA,With License,Level 1,55.0,14.642167,121.094607,,137402000,0
823,823,ST. MARTIN DE PORRES CHARITY HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAN JUAN,With License,Level 1,121.0,14.5991149,121.0316903,,137405000,0
824,824,TAGUIG-PATEROS DISTRICT HOSPITAL,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,TAGUIG,With License,Level 1,110.0,14.5108121,121.0341273,,137607000,0
825,825,UNCIANO GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MANDALUYONG,With License,Level 1,25.0,14.573961,121.044197,,137401000,0
826,826,UNITED DOCTORS MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,100.0,14.6170544,121.0019352,,137404000,0
827,827,"UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 3,215.0,14.4480913,120.9858845,,137601000,0
828,828,VALENZUELA MEDICAL CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,VALENZUELA,With License,Level 3,150.0,14.6898788,120.978154,,137504000,0
829,829,"WORD OF HOPE GENERAL HOSPITAL FOUNDATION, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,30.0,14.719285,121.0390189,,137404000,0
831,831,CARDINAL SANTOS MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAN JUAN,With License,Level 3,245.0,14.5977862,121.0455347,,137405000,0
832,832,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,315.0,14.6472814,121.0473344,,137404000,0
833,833,OLIVAREZ GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 1,50.0,14.4790661,120.9972636,,137604000,0
834,834,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 3,50.0,14.4098693,121.0372225,,137603000,0
835,835,AIR FORCE GENERAL HOSPITAL,Government,Department of National Defense,NATIONAL CAPITAL REGION (NCR),Manila,PASAY,With License,Level 2,100.0,14.516937,121.019969,,137605000,0
836,836,"MEDICAL CENTER MUNTINLUPA, INC",Private,,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 2,95.0,14.3983677,121.0363768,,137603000,0
837,837,SAN JUAN MEDICAL CENTER,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,SAN JUAN,With License,Level 1,150.0,14.606575400000002,121.0236011,,137405000,0
838,838,FEU- DR. NICANOR REYES MEDICAL FOUNDATION,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,300.0,14.6986356,121.0671184,,137404000,0
840,840,SALVE REGINA GENERAL HOSPITAL INC.,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 1,50.0,14.6199475,121.0963324,,137403000,0
841,841,"FAMILY HEALTHCARE HOSPITAL-THE REINE-MERE MEDICAL FACILITIES, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 1,20.0,14.5764261,121.0851562,,137403000,0
842,842,"TRINITY WOMAN AND CHILD CENTER ""THE BIRTHPLACE""",Private,,NATIONAL CAPITAL REGION (NCR),Manila,SANTA ANA,With License,Level 1,25.0,14.584378,121.017462,,133900000,0
843,843,"VILLAROSA HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,24.0,14.6219457,121.0661992,,137404000,0
844,844,VETERANS MEMORIAL MEDICAL CENTER,Government,Department of National Defense,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,766.0,14.6561184,121.0400556,,137404000,0
845,845,OSPITAL NG PARAÑAQUE,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 1,50.0,14.5004142,120.9911214,,137604000,0
846,846,UNIVERSITY OF SANTO TOMAS HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,SAMPALOC,With License,Level 3,700.0,14.611426500000002,120.9902019,,133900000,0
849,849,ALFONSO SPECIALIST HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 1,22.0,14.5901272,121.084647,,137403000,0
850,850,PNP GENERAL HOSPITAL,Government,Philippine National Police,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 2,176.0,14.6156163,121.0519252,,137404000,0
852,852,DE LOS SANTOS MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,150.0,14.6200907,121.0177773,,137404000,0
853,853,CRUZ-RABE MATERNITY AND GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,TAGUIG,With License,Level 1,50.0,14.5292634,121.0706663,,137607000,0
854,854,METROPOLITAN MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,TONDO I/II,With License,Level 3,300.0,14.6096397,120.97849340000002,,133900000,0
855,855,PASCUAL GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,30.0,14.666991,121.0090838,,137404000,0
856,856,"Q.C. ST. AGNES GENERAL HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,50.0,14.647460999999998,121.017415,,137404000,0
858,858,OSPITAL NG MAYNILA MEDICAL CENTER,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,MALATE,With License,Level 3,300.0,14.564079800000002,120.9863884,,133900000,0
859,859,OSPITAL NG MUNTINLUPA,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 2,149.0,14.4142709,121.04417340000002,,137603000,0
860,860,OSPITAL NG SAMPALOC,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,SAMPALOC,With License,Level 1,50.0,14.607878,120.9967203,,133900000,0
861,861,ST. LUKE'S MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,633.0,14.6225416,121.0232346,,137404000,0
862,862,MISSION HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 1,30.0,14.5898229,121.0975159,,137403000,0
863,863,CALALANG GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,VALENZUELA,With License,Level 1,50.0,14.6727141,120.9824212,,137504000,0
864,864,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,MARIKINA,With License,Level 3,150.0,14.6358837,121.0982344,,137402000,0
865,865,AMISOLA MATERNITY AND CHILDRENS HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,TONDO I/II,With License,Level 1,25.0,14.632708,120.978483,,133900000,0
866,866,SABATER HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 1,20.0,14.5600486,121.0829079,,137403000,0
867,867,MANILA DOCTORS HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,ERMITA,With License,Level 3,300.0,14.5820218,120.9826523,,133900000,0
868,868,BEATO-CAUILAN HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 1,10.0,14.370943,121.049406,,137603000,0
869,869,QUEZON CITY GENERAL HOSPITAL,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,250.0,14.6611598,121.0182091,,137404000,0
870,870,DIVINE HEART MEDICAL SERVICE AND DEVELOPMENT COOPERATIVE HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,32.0,14.7219939,121.0358511,,137404000,0
871,871,QUEENSBERRY HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,19.0,14.723859,121.0397136,,137404000,0
872,872,ALABANG MEDICAL CLINIC - LAS PIÑAS BRANCH,Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 1,25.0,14.4428476,120.996961,,137601000,0
873,873,SOUTH SUPERHIGHWAY MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 2,50.0,14.4747843,121.0448469,,137604000,0
874,874,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,22.0,14.73509,121.033594,,137404000,0
875,875,ARMY GENERAL HOSPITAL,Government,Department of National Defense,NATIONAL CAPITAL REGION (NCR),Manila,TAGUIG,With License,Level 1,200.0,14.5309752,121.047928,,137607000,0
876,876,QUEZON INSTITUTE,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,85.0,14.6163599,121.0126208,,137404000,0
877,877,"CAPITOL MEDICAL CENTER, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,300.0,14.6342467,121.0228414,,137404000,0
878,878,DR. E. ZARATE GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 1,16.0,14.4189237,120.9977796,,137601000,0
879,879,VICTORIANO LUNA MEDICAL CENTER,Government,Department of National Defense,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,1200.0,14.635624900000002,121.0526898,,137404000,0
880,880,NEW BILIBID PRISON HOSPITAL,Government,Philippine National Police,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 1,500.0,14.381331,121.028048,,137603000,0
881,881,ALABANG MEDICAL CLINIC,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MUNTINLUPA,With License,Level 1,30.0,14.4192193,121.0500472,,137603000,0
882,882,ACEBEDO GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 1,16.0,14.7187229,121.0050807,,137501000,0
883,883,GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,TONDO I/II,With License,Level 1,150.0,14.6009188,120.96484850000002,,133900000,0
884,884,SAN LAZARO HOSPITAL,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,SANTA CRUZ,With License,Level 3,500.0,14.613705,120.98093490000002,,133900000,0
885,885,STA. RITA DE BACLARAN HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PARAÑAQUE,With License,Level 1,25.0,14.5300749,120.9959362,,137604000,0
887,887,A. ZARATE GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 1,17.0,14.4685359,120.980585,,137601000,0
888,888,UP-PHILIPPINE GENERAL HOSPITAL,Government,University Hospital,NATIONAL CAPITAL REGION (NCR),Manila,ERMITA,With License,Level 3,1334.0,14.577449800000002,120.9857721,,133900000,0
889,889,NORTH CALOOCAN DOCTORS HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 1,29.0,14.766024,121.0847039,,137501000,0
890,890,MARTINEZ MEMORIAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 1,70.0,14.6384367,120.9757357,,137501000,0
891,891,SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASAY,With License,Level 3,230.0,14.537906,120.992987,,137605000,0
892,892,THE MEDICAL CITY,Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASIG,With License,Level 3,522.0,14.589549900000002,121.0692782,,137403000,0
893,893,WORLD CITI MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,276.0,14.627244199999998,121.0633398,,137404000,0
894,894,STA. TERESITA GENERAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 2,65.0,14.6247575,121.0024413,,137404000,0
895,895,"MARIKINA ST. VINCENT GENERAL HOSPITAL, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,MARIKINA,With License,Level 2,90.0,14.650892,121.107633,,137402000,0
897,897,MANILA NAVAL HOSPITAL,Government,Department of National Defense,NATIONAL CAPITAL REGION (NCR),Manila,TAGUIG,With License,Level 1,85.0,14.5301095,121.0315087,,137607000,0
898,898,SDS MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MARIKINA,With License,Level 1,22.0,14.639342,121.110041,,137402000,0
899,899,OUR LADY OF GRACE HOSPITAL INC.,Private,,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 1,28.0,14.648929999999998,120.981379,,137501000,0
900,900,BERNARDINO GENERAL HOSPITAL I,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 2,80.0,14.7004428,121.0349725,,137404000,0
901,901,U.E.R.M. MEMORIAL HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,307.0,14.6069139,121.0203692,,137404000,0
902,902,SEAMEN'S HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,INTRAMUROS,With License,Level 3,100.0,14.587556,120.977748,,133900000,0
903,903,MANDALUYONG CITY MEDICAL CENTER,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,MANDALUYONG,With License,Level 2,150.0,14.5762966,121.0352591,,137401000,0
904,904,LAS PIÑAS CITY MEDICAL CENTER,Private,,NATIONAL CAPITAL REGION (NCR),Manila,LAS PIÑAS,With License,Level 2,66.0,14.4297941,121.0034361,,137601000,0
905,905,MCU-FDT MEDICAL FOUNDATION HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,CALOOCAN,With License,Level 3,215.0,14.6576209,120.9871392,,137501000,0
906,906,OSPITAL NG MAKATI,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),Manila,MAKATI,With License,Level 3,300.0,14.546502800000004,121.0617574,,137602000,0
907,907,"FATIMA UNIVERSITY MEDICAL CENTER, CORP.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,VALENZUELA,With License,Level 3,150.0,14.678054800000002,120.9802868,,137504000,0
908,908,LUNG CENTER OF THE PHILIPPINES,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,210.0,14.6476142,121.0458408,,137404000,0
909,909,MARIA LOURDES MATERNITY HOSPITAL INC.,Private,,NATIONAL CAPITAL REGION (NCR),Manila,MAKATI,With License,Level 1,20.0,14.570425,121.01478600000002,,137602000,0
910,910,"ADVENTIST MEDICAL CENTER, INC.",Private,,NATIONAL CAPITAL REGION (NCR),Manila,PASAY,With License,Level 3,150.0,14.5557606,120.9954585,,137605000,0
911,911,MARY JOHNSTON HOSPITAL,Private,,NATIONAL CAPITAL REGION (NCR),Manila,TONDO I/II,With License,Level 3,120.0,14.608999,120.966283,,133900000,0
912,912,NATIONAL CHILDREN’S HOSPITAL,Government,Department Of Health,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 3,250.0,14.6204405,121.0208118,,137404000,0
913,913,UP HEALTH SERVICES,Government,University Hospital,NATIONAL CAPITAL REGION (NCR),Manila,QUEZON,With License,Level 1,50.0,14.65984,121.071133,,137404000,0
